timestamp,model,contrastive,gradient,window,epochs,batch,lr,seed,stage,epoch,acc@1,acc@5,loss,extra
2026-05-29T11:14:17,transformer,1,25,100,90,32,0.0003,42,eval_contrastive,,59.163349866867065,86.05577945709229,,"{""cutoff"":0.05,""fft"":false,""gradient"":25,""per_category"":{""Fruits"":{""acc@1"":68.68686868686868,""acc@5"":89.8989898989899,""n"":99},""Herbs"":{""acc@1"":53.06122448979592,""acc@5"":78.57142857142857,""n"":98},""Nuts"":{""acc@1"":58.87850467289719,""acc@5"":91.58878504672897,""n"":107},""Spices"":{""acc@1"":64.28571428571429,""acc@5"":85.71428571428571,""n"":98},""Vegetables"":{""acc@1"":51.0,""acc@5"":84.0,""n"":100}}}"
