timestamp,model,contrastive,gradient,window,epochs,batch,lr,seed,stage,epoch,acc@1,acc@5,loss,extra
2026-05-29T11:26:40,mlp,1,0,100,90,32,0.003,42,eval_contrastive,,24.482108652591705,57.81543850898743,,"{""cutoff"":0.05,""fft"":false,""gradient"":0,""per_category"":{""Fruits"":{""acc@1"":24.761904761904763,""acc@5"":59.04761904761905,""n"":105},""Herbs"":{""acc@1"":14.953271028037381,""acc@5"":47.66355140186916,""n"":107},""Nuts"":{""acc@1"":15.04424778761062,""acc@5"":63.716814159292035,""n"":113},""Spices"":{""acc@1"":30.76923076923077,""acc@5"":70.1923076923077,""n"":104},""Vegetables"":{""acc@1"":38.23529411764706,""acc@5"":48.03921568627451,""n"":102}}}"
