timestamp,model,contrastive,gradient,window,epochs,batch,lr,seed,stage,epoch,acc@1,acc@5,loss,extra
2026-05-29T11:15:13,mlp,1,0,100,90,32,0.001,42,eval_contrastive,,24.67043250799179,55.93219995498657,,"{""cutoff"":0.05,""fft"":false,""gradient"":0,""per_category"":{""Fruits"":{""acc@1"":28.57142857142857,""acc@5"":58.0952380952381,""n"":105},""Herbs"":{""acc@1"":17.75700934579439,""acc@5"":45.794392523364486,""n"":107},""Nuts"":{""acc@1"":14.15929203539823,""acc@5"":55.75221238938053,""n"":113},""Spices"":{""acc@1"":29.807692307692307,""acc@5"":72.11538461538461,""n"":104},""Vegetables"":{""acc@1"":34.31372549019608,""acc@5"":48.03921568627451,""n"":102}}}"
