timestamp,model,contrastive,gradient,window,epochs,batch,lr,seed,stage,epoch,acc@1,acc@5,loss,extra
2026-05-29T11:19:20,lstm,1,0,50,90,32,0.001,42,eval_contrastive,,29.744043946266174,66.10767841339111,,"{""cutoff"":0.05,""fft"":false,""gradient"":0,""per_category"":{""Fruits"":{""acc@1"":36.607142857142854,""acc@5"":66.07142857142857,""n"":224},""Herbs"":{""acc@1"":22.22222222222222,""acc@5"":56.44444444444444,""n"":225},""Nuts"":{""acc@1"":30.0,""acc@5"":68.33333333333333,""n"":240},""Spices"":{""acc@1"":35.585585585585584,""acc@5"":72.07207207207207,""n"":222},""Vegetables"":{""acc@1"":24.324324324324326,""acc@5"":67.56756756756756,""n"":222}}}"
