timestamp,model,contrastive,gradient,window,epochs,batch,lr,seed,stage,epoch,acc@1,acc@5,loss,extra
2026-05-29T11:35:09,transformer,1,0,100,90,32,0.003,42,eval_contrastive,,35.969868302345276,66.66666269302368,,"{""cutoff"":0.05,""fft"":false,""gradient"":0,""per_category"":{""Fruits"":{""acc@1"":40.0,""acc@5"":61.904761904761905,""n"":105},""Herbs"":{""acc@1"":31.775700934579437,""acc@5"":58.87850467289719,""n"":107},""Nuts"":{""acc@1"":39.823008849557525,""acc@5"":78.76106194690266,""n"":113},""Spices"":{""acc@1"":38.46153846153847,""acc@5"":75.96153846153845,""n"":104},""Vegetables"":{""acc@1"":29.411764705882355,""acc@5"":56.86274509803921,""n"":102}}}"
