timestamp,model,contrastive,gradient,window,epochs,batch,lr,seed,stage,epoch,acc@1,acc@5,loss,extra
2026-05-29T11:31:27,lstm,1,0,100,90,32,0.003,42,eval_contrastive,,31.450092792510986,66.29001498222351,,"{""cutoff"":0.05,""fft"":false,""gradient"":0,""per_category"":{""Fruits"":{""acc@1"":30.476190476190478,""acc@5"":65.71428571428571,""n"":105},""Herbs"":{""acc@1"":27.102803738317753,""acc@5"":41.1214953271028,""n"":107},""Nuts"":{""acc@1"":27.43362831858407,""acc@5"":78.76106194690266,""n"":113},""Spices"":{""acc@1"":43.269230769230774,""acc@5"":76.92307692307693,""n"":104},""Vegetables"":{""acc@1"":29.411764705882355,""acc@5"":68.62745098039215,""n"":102}}}"
