timestamp,model,contrastive,gradient,window,epochs,batch,lr,seed,stage,epoch,acc@1,acc@5,loss,extra
2026-05-29T11:33:01,lstm,1,25,100,90,32,0.003,42,eval_contrastive,,56.57370686531067,86.6533875465393,,"{""cutoff"":0.05,""fft"":false,""gradient"":25,""per_category"":{""Fruits"":{""acc@1"":59.59595959595959,""acc@5"":93.93939393939394,""n"":99},""Herbs"":{""acc@1"":42.857142857142854,""acc@5"":76.53061224489795,""n"":98},""Nuts"":{""acc@1"":62.616822429906534,""acc@5"":92.5233644859813,""n"":107},""Spices"":{""acc@1"":63.26530612244898,""acc@5"":83.6734693877551,""n"":98},""Vegetables"":{""acc@1"":54.0,""acc@5"":86.0,""n"":100}}}"
